omimatricula;cc_nit
45361-PEXT;806.013.086-3
45370-PEXT;806.004.474-1
45397-13;900.342.455-1
45486-PEXT;806.004.474-1
45491-PEXT;806.004.474-1
4584085/40637;900.473.090-7
47-01;900.330.976-3
47476042501;900.330.976-3
47531-425;900.342.455-1
9724049;800.220.366-6
9393541;800.116.249-8
9654579;800.256.551-8
1173052;900.504.340-8
40067;900.504.340-8
LD2066342919375;900.504.340-8
ST624538;900.504.340-8
DL4773AF;900.342.455-1
DL4857AJ;806.004.474-1
DL5123AJ;806.004.474-1
523300;900.473.090-7
523417;900.342.455-1
525948-H;806.013.086-3
677632;806.013.086-3
DL5380AJ;806.004.474-1
DL5432AJ;806.004.474-1
9494905;802.008.802-6
5519;900.342.455-1
6099;39.300.088
2069701;806.013.086-3
9721920;900.587.386-1
12213-01901;900.342.455-1
9501899;800.116.249-8
A54807;900.473.090-7
A789781;900.342.455-1
A790574;900.342.455-1
ABN-557;806.013.086-3
21123;900.330.976-3
22678-408;900.342.455-1
2682;806.013.086-3
276047;806.004.474-1
6902;900.141.249-6
349270;900.141.249-6
729;900.141.249-6
800629;900.504.340-8
1171759;900.504.340-8
34511-08-B;900.504.340-8
9074834;800.067.129-1
9075668;800.113.951-7
9075668;806.004.303-9
ADKN-D-10739;900.473.090-7
AGSP-D-1395;900.342.455-1
B1735;900.342.455-1
B18471;900.342.455-1
9338149;806.004.303-9
276376;806.004.474-1
2793PEXT;860.532.426-7
282356;900.587.386-1
2925;806.004.303-9
29458-03-C;900.342.455-1
46977-15-A;806.004.474-1
DL5431AJ;806.004.474-1
21-743;900.504.340-8
SL-0813063;900.504.340-8
840235;900.141.249-6
JMP16098;900.504.340-8
403914873;900.141.249-6
41504-10-A;900.261.482-0
41641-10-A;806.016.268-0
41714-10-A;806.004.474-1
41742-10-A;900.261.482-0
41822-10-A;806.009.758-9
41854-10-A;900.261.482-0
41854-10-A;806.004.474-1
41975-10-A;806.004.474-1
42019-10-A;900.261.482-0
42094-PEXT;900.342.455-1
4214;806.013.086-3
9375317;800.256.551-8
XPC4468;806.013.086-3
101006324;900.141.249-6
11256;900.504.340-8
NC1145;900.504.340-8
2931186;900.141.249-6
42230-11-A;806.004.474-1
11002;900.342.455-1
1108034;900.473.090-7
1129410;900.342.455-1
1164585;806.004.474-1
1172547;806.013.086-3
1174199;900.473.090-7
1187305;900.342.455-1
44702-13-B;806.004.474-1
21654-A;806.013.086-3
9363948;802.008.802-6
9543990;830.506.584-3
9546461;860.077.997-9
275;900.141.249-6
LO686759;900.504.340-8
9258;900.504.340-8
46695-15-A;900.504.340-8
862182;900.504.340-8
1275681;900.141.249-6
1134621;900.504.340-8
1190297;806.013.086-3
1194921;900.330.976-3
11211818;900.473.090-7
29029;806.013.086-3
029475-F;900.473.090-7
30477;806.013.086-3
30770;806.013.086-3
030855-F;806.013.086-3
962705;900.342.455-1
9550254;806.012.551-2
9419735;800.182.535-0
7413907;15.242.762-7
48747-17;900.504.340-8
1065292;900.141.249-6
5189;806.013.086-3
5286;900.473.090-7
42233-11-A;806.004.474-1
42374-11;900.261.482-0
42374-11-A;806.004.474-1
42415-PEXT-1;900.342.455-1
42437-11-C;39.300.088
42605-11-A;806.004.474-1
42699-11-A;806.013.086-3
FF960926;900.342.455-1
DL8362AJ;900.342.455-1
9299563;860.532.426-7
9415296;800.249.687-1
710361;900.504.340-8
1275109;900.504.340-8
DL4154AL;900.504.340-8
805749;900.141.249-6
36277;900.504.340-8
9117296;900.477.097-6
9120956;860.532.426-7
44977-13;900.371.443-5
42726-11;900.261.482-0
42781-PEXT;900.330.976-3
9514341;800.246.993-7
9403786;800.256.551-8
1010985;900.342.455-1
9488229;830.506.584-3
9144134;900.298.043-0
2751;900.141.249-6
CP-05-2715-B;900.504.340-8
603445;18.009.963
VA472055;900.504.340-8
1262482;900.141.249-6
9129940;800.067.129-1
7816111;806.013.504-0
5513;900.473.090-7
5514;900.473.090-7
0630306320-1;900.330.976-3
6695063401;900.330.976-3
673770;900.342.455-1
9626118;800.067.129-1
9656553;802.017.871-2
744562;900.342.455-1
1103961;900.504.340-8
7119721;15.242.762-7
6849;900.342.455-1
299873;900.473.090-7
2GE6636-D;900.330.976-3
30319-04-CH;806.013.086-3
31061;806.013.086-3
I4626;900.342.455-1
9496147;900.477.097-6
9431812;800.220.366-6
740110;900.177.167-6
P2015235620;900.342.455-1
B53226;900.342.455-1
B78154;900.342.455-1
B782615;900.342.455-1
9135169;800.182.535-0
876144;900.371.443-5
876297;891.701.623-1
876349;900.371.443-5
904165;900.504.340-8
SSR168105;900.504.340-8
366639;900.141.249-6
DL2929AJ;900.504.340-8
906500;900.504.340-8
7358822;15.242.762-7
15834;900.141.249-6
31859-06;900.261.482-0
32176-06-CH;806.004.474-1
32443;900.473.090-7
32654-07-E;900.261.482-0
B783992;900.342.455-1
B792869;900.342.455-1
B793883;900.342.455-1
B801186;900.342.455-1
B802050;900.342.455-1
BJ765;900.342.455-1
BR-170279-L;806.013.086-3
9222974;900.243.764-6
662573;900.504.340-8
PVE59525-B;900.504.340-8
1797;900.141.249-6
MC-07-0193;18.002.138-2
1196403;900.473.090-7
1200641;806.004.474-1
1202239;806.013.086-3
1205428;900.330.976-3
1206958;900.330.976-3
1208847;900.473.090-7
9185073;900.477.097-6
8309579;802.008.802-6
83119;900.371.443-5
9222974;900.298.043-0
9149768;830.035.850-6
6805165;18.002.138-2
500409;18.002.138-2
701559;900.504.340-8
FL8164PH;900.504.340-8
24451;900.141.249-6
15495;900.141.249-6
700789;900.504.340-8
9599004;802.017.871-2
9417799;800.182.535-0
9616022;800.067.129-1
1210682;900.261.482-0
12169-0413-A;900.330.976-3
1222843;900.473.090-7
1223059;806.013.086-3
33045-07-CH;806.009.758-9
33172;900.473.090-7
33231002201;900.330.976-3
33387-08-B;900.342.455-1
831194;900.371.443-5
9656553;806.012.551-2
688673;900.504.340-8
CR564-0;900.504.340-8
11011783;900.504.340-8
6APM111207;900.504.340-8
44441;900.141.249-6
836942;900.504.340-8
748731;900.504.340-8
48115-PEXT;800.195.272-5
220348000;900.342.455-1
916539;806.013.086-3
33999-08-B;900.330.976-3
34084-08-B;900.261.482-0
341003;900.473.090-7
42891-11-A;806.004.474-1
42970-11-A;806.004.474-1
42986-11;900.342.455-1
9148623;900.477.097-6
9681833;860.532.426-7
9376012;890.107.200-7
9302944;860.005.101-9
CC6696;900.504.340-8
F55374;900.504.340-8
OR9832-F;900.504.340-8
1327;900.141.249-6
BP-T31856PP;18.002.138-2
CP-05-0240-A;806.004.474-1
83614-A;900.342.455-1
9360324;800.256.551-8
43170-11;806.004.474-1
43214-PEXT-2;900.342.455-1
43253-PEXT;900.342.455-1
43261-11;900.261.482-0
989447;806.013.086-3
9550503;800.220.366-6
9550503;900.609.868-6
1271359;900.504.340-8
1243361;900.141.249-6
839619;900.141.249-6
UE52231D;900.342.455-1
LS849064;900.342.455-1
979916;900.342.455-1
GBOYM023OXD202;806.013.086-3
913396;900.342.455-1
34720-09-A;900.261.482-0
34761-09;806.013.086-3
P2015231044;900.342.455-1
B802253;900.342.455-1
9226413;900.298.043-0
9655224;830.506.584-3
9655975;800.182.535-0
9656503;800.067.129-1
837704;900.504.340-8
834588;900.504.340-8
9386861;900.180.400-9
07290/06320-1;900.342.455-1
072920069201BS247;900.473.090-7
1-IM-1383D;900.330.976-3
1-ROMA-0718-D;900.342.455-1
10073-224-1;900.330.976-3
1009077;800.194.221-5
43261-11-A;806.004.474-1
43268-11;806.004.474-1
43283-11;900.261.482-0
DL5610AJ;806.004.474-1
DL5993AJ;806.004.474-1
CI2555-D;900.342.455-1
FL6491PR;900.504.340-8
9615;900.141.249-6
1162878;900.504.340-8
6529;900.141.249-6
5414;900.141.249-6
47398;900.141.249-6
9466374;802.008.802-6
43312-PEXT;900.261.482-0
43392-12;900.261.482-0
43408-PEXT;900.342.455-1
9480954;900.824.728-4
42331-11-CH;806.004.474-1
41504-10-C;806.004.474-1
47274-15-A;806.004.474-1
818813;900.504.340-8
1109057;900.504.340-8
7336836;18.002.138-2
C2965;900.504.340-8
45150-13-B;900.504.340-8
10606540;900.504.340-8
837303;900.141.249-6
B815965;900.504.340-8
TL511165;900.504.340-8
B807777;900.504.340-8
U-1828049;806.004.474-1
0-31806;900.342.455-1
R3256MN;900.342.455-1
RM2653-D;900.342.455-1
S-25258;900.473.090-7
9218789;900.624.883-1
1195166;900.504.340-8
DL7465AK;900.504.340-8
622;900.141.249-6
7367263;900.261.482-0
574363;900.261.482-0
P2012214128;900.342.455-1
P2013216191;900.342.455-1
P2013219710;900.342.455-1
P2013221661;900.342.455-1
P2014221077;900.342.455-1
P2014228472;900.342.455-1
P2015232757;900.342.455-1
PC2380-82412;806.013.086-3
POL14844;900.342.455-1
PP364965;900.342.455-1
952813;900.141.249-6
49863-18;900.504.340-8
648495;900.141.249-6
1227956;900.342.455-1
1236524;806.013.086-3
1236603;900.342.455-1
43556-PEXT;806.013.086-3
9281578;900.180.400-9
2713;900.342.455-1
9394727;830.506.584-3
9373462;800.250.763-5
9440837;860.005.101-9
9449120;900.298.043-0
43688-PEXT;900.261.482-0
43710-12;806.004.474-1
43759-12;800.195.272-5
1009479;860.005.101-9
1024117;900.342.455-1
1034420;806.013.086-3
W-25462;806.013.086-3
XAJ908;900.342.455-1
Z2976;900.342.455-1
9409182;800.249.687-1
9706839;900.180.400-9
9706839;800.256.551-8
1121912;900.141.249-6
861789;900.141.249-6
9223954;800.194.221-5
918606;900.371.443-5
9195420;860.532.426-7
1041574;900.330.976-3
1041876;900.342.455-1
1047418;900.330.976-3
1047993;900.473.090-7
1049407;806.013.086-3
10581ZA2006;900.473.090-7
1062044;806.013.086-3
34838-09-C;806.004.474-1
34952-10-C;806.004.474-1
9713882;860.005.101-9
9719329;890.903.069-2
9726841;860.532.426-7
9408762;800.116.249-8
SA1065;900.342.455-1
SENJ;806.013.086-3
70563;900.504.340-8
1105882;900.504.340-8
1077815;900.504.340-8
P2015235930;900.504.340-8
35150-12;39.300.088
36443-PEXT;806.013.086-3
38152-PEXT;900.261.482-0
3826673832;806.013.086-3
387748;900.342.455-1
38797-425;900.342.455-1
391538;900.342.455-1
394877;900.473.090-7
12450347;806.004.474-1
1245037;806.004.474-1
SFC-4256-105;806.013.086-3
9688362;800.182.535-0
9689158;900.587.386-1
9689158;800.182.535-0
9588287;800.256.551-8
9363285;800.067.129-1
9283708;800.220.366-6
600658;900.504.340-8
CC-6146AH;900.504.340-8
9692791;860.005.101-9
9694866;806.012.551-2
SFB-BEN4599;900.342.455-1
9225677;800.249.687-1
9226384;806.012.551-2
130406-S;806.013.086-3
13904-0720;900.342.455-1
13K71693;900.473.090-7
9675248;860.532.426-7
997779;900.342.455-1
A-14428;806.013.086-3
A-68;806.013.086-3
9502623;830.506.584-3
CP-05-0204-A;806.004.474-1
9694866;802.017.871-2
MC-07-0147;900.342.455-1
MC1654;39.300.088
MN-3263D;806.013.086-3
NA-067839;860.014.570-8
731875;900.504.340-8
366629;900.141.249-6
1198273;900.504.340-8
9169859;806.013.504-0
9228083;900.149.893-6
1262454;900.342.455-1
FL0739GY;18.002.138-2
CF2514GB;900.504.340-8
836627;900.141.249-6
685657;900.504.340-8
1181364;900.141.249-6
1124678;900.141.249-6
NED-5931;806.013.086-3
MC-05-642;806.004.303-9
MC-05-662;800.220.366-6
MC-05-678;800.220.366-6
MC-05-682;806.004.303-9
MC-05-696;900.609.868-6
9629548;800.256.551-8
9629952;800.116.249-8
9634842;830.506.584-3
9138991;800.067.129-1
9173355;900.477.097-6
9154581;900.149.893-6
918876;900.371.443-5
7ACO-1-124-07;900.342.455-1
9639775;800.067.129-1
9224312;860.006.765-3
9178068;900.180.400-9
9512757;860.532.426-7
5414;800.195.272-5
9389095;800.182.535-0
9402328;900.180.400-9
9224312;900.243.764-6
9225433;860.005.101-9
JMP15095;900.342.455-1
K782945;900.342.455-1
LE7202;806.013.086-3
LG6010;900.473.090-7
CP-07-1129-F;18.002.138-2
1061984;900.504.340-8
7938232;18.002.138-2
709233;900.141.249-6
DU318;900.504.340-8
FF809116;900.504.340-8
245406;900.504.340-8
9755701;802.017.871-2
9407160;860.005.101-9
155895-S;900.342.455-1
130406-S;900.342.455-1
9197662;800.067.129-1
9198020;900.477.097-6
9198020;860.532.426-7
9198240;806.004.303-9
9231004;900.477.097-6
9157351;800.067.129-1
C12735-0;900.473.090-7
C12735-D;806.013.086-3
C35095X;900.342.455-1
CA-657063401;900.342.455-1
CF2455SC;900.473.090-7
36073-PEXT-1;900.504.340-8
552745696;18.002.138-2
1263587;900.504.340-8
B796665;900.504.340-8
9718753;900.180.400-9
9404443;806.012.551-2
9589798;800.067.129-1
9181156;900.477.097-6
9188934;800.181.561-8
CFZ663DSD000;900.760.555-0
9224049;900.243.764-6
1188640;900.504.340-8
9515917;900.180.400-9
9305465;806.004.569-0
9259680;800.256.551-8
9224051;900.243.764-6
11566606;900.504.340-8
1530855;900.504.340-8
1242632;900.504.340-8
6ACT-4-7-16;900.342.455-1
DL7607AK;806.004.474-1
50577;900.342.455-1
03525-063401;900.342.455-1
9233416;800.113.951-7
9221683;800.182.535-0
LL10986;900.473.090-7
MC-05-0166-AN;800.195.272-5
MC-05-0169-AN;800.195.272-5
9573672;800.256.551-8
9399741;800.220.366-6
861723;900.342.455-1
9566679;860.532.426-7
46492-15-A;806.004.474-1
35206-16;900.504.340-8
948266;900.504.340-8
JXK7590;900.504.340-8
DL1387AL;900.504.340-8
9183623;800.182.535-0
9190004;860.532.426-7
9222120;806.004.569-0
D5492-2350;900.342.455-1
LRF14640;900.342.455-1
9378292;860.532.426-7
9251896;860.532.426-7
911097;900.371.443-5
9222352;900.374.883-6
9222481;800.067.129-1
9479670;800.116.249-8
9480124;860.532.426-7
9481465;830.506.584-3
9481520;800.116.249-8
9395082;860.077.997-9
9111929;900.149.893-6
9231389;900.477.097-6
9212369;860.532.426-7
9554200;860.005.101-9
9258349;900.477.097-6
9258674;860.532.426-7
9258674;800.256.551-8
9622849;802.017.871-2
9624237;860.005.101-9
9624500;806.012.551-2
9625475;800.067.129-1
9498602;802.008.802-6
9243746;806.013.504-0
9243497;819.005.800-1
9235232;800.067.129-1
9244295;900.477.097-6
9433901;800.182.535-0
HK-3298;806.004.474-1
23932Z2014;806.013.086-3
DL9421AJ;900.342.455-1
9391490;900.180.400-9
9393541;830.506.584-3
9261360;860.532.426-7
9215737;900.149.893-6
9589786;806.004.303-9
9590682;900.260.012-8
9593658;860.031.615-2
959403;900.473.090-7
9594315;800.116.249-8
9594602;800.246.993-7
44015-12-B;890.404.744-5
45125-13-C;806.013.086-3
8618334;900.609.868-6
NY-ZP3200JR931186;900.342.455-1
DL3188AJ;900.342.455-1
9117923;800.067.129-1
9278533;800.067.129-1
9490296;806.012.551-2
9490650;806.004.303-9
9606871;830.506.584-3
9608752;830.506.584-3
9253088;860.532.426-7
9261803;860.005.101-9
9284556;860.532.426-7
9226994;800.067.129-1
9417579;800.195.272-5
9418638;860.532.426-7
747082;900.342.455-1
45485-14-B;806.004.474-1
9338084;800.220.366-6
9358321;900.180.400-9
9294202;900.477.097-6
STF49599;900.504.340-8
1156941;900.504.340-8
00-00537;12.904.400-7
CP-02-0571;2.935.836-5
9645396;830.506.584-3
33328-B;900.342.455-1
10820;900.342.455-1
9262091;800.256.551-8
CP-02-1292;12.905.045-1
CP-02-0621;12.905.045-1
B-02-06357;12.905.045-1
9698757;12.907.381
9610509;12.907.381
9578309;800.195.272-5
9578385;830.506.584-3
1099056;900.342.455-1
9255696;800.256.551-8
BAD87041;900.342.455-1
9826574;12.904.400-7
9558402;12.904.400-7
CP-02-0637;2.935.836-5
CP-02-0502;2.935.836-5
CP-02-0590;2.935.836-5
CP-02-0735;2.935.836-5
9390692;12.904.400-7
391538;12.905.045-1
9437385;900.298.043-0
9278741;802.017.871-2
STE157-57;12.905.045-1
7327885;835.000.630-1
9309215;12.904.400-7
9394739;830.506.584-3
DL5998AJ;806.004.474-1
9264128;800.067.129-1
8940;900.342.455-1
46806-15;806.004.474-1
7385473;835.000.630-1
9339351;12.904.400-7
9342786;12.904.400-7
9269855;860.005.101-9
9656498;900.180.400-9
8207719;806.012.551-2
9258002;900.587.386-1
CP-02-0558-B;12.905.045-1
9271389;900.477.097-6
9279800;900.477.097-6
9333838;860.005.101-9
9454761;860.005.101-9
9339832;860.006.765-3
9395123;800.220.366-6
9227443;900.180.400-9
CP-02-0197-B;2.935.836-5
DL6224AJ;806.004.474-1
DL6434AJ;806.004.474-1
DL6608AJ;806.004.474-1
DL7120AC;900.342.455-1
9254733;800.067.129-1
9304370;800.067.129-1
9304382;819.005.800-1
9281920;800.182.535-0
9281932;800.256.551-8
9281956;860.532.426-7
8919257;806.000.103-4
7800784;860.532.426-7
9271391;800.067.129-1
9271391;900.624.883-1
9313412;900.477.097-6
43290-11-C;806.004.474-1
858222;900.342.455-1
1179677;900.342.455-1
730078;900.342.455-1
8748361;12.907.381
9146819;800.067.129-1
9149732;806.012.551-2
861427;900.342.455-1
8639118;800.195.272-5
9241255;800.067.129-1
9300752;800.246.993-7
DL1689AJ;900.342.455-1
9408774;800.220.366-6
9416082;12.904.400-7
9398591;12.904.400-7
9111151;830.506.584-3
9199153;802.017.871-2
9296808;900.477.097-6
9296262;800.067.129-1
9314064;800.113.951-7
RUS2496;900.342.455-1
9134971;800.256.551-8
9111620;900.180.400-9
9329423;800.181.561-8
9315056;800.182.535-0
CL26436H;900.342.455-1
9470959;900.180.400-9
9433561;806.012.551-2
911719;900.342.455-1
9289532;800.182.535-0
9718753;800.256.551-8
9575254;800.067.129-1
9717292;860.532.426-7
9338137;860.532.426-7
7713515;12.907.381
8745450;890.903.069-2
9192167;806.004.569-0
9251327;800.067.129-1
9291119;800.067.129-1
8611398;800.116.249-8
9236080;900.261.482-0
674361;900.342.455-1
837324;900.342.455-1
30812;900.342.455-1
DEBAVJ37U9C606;900.342.455-1
9309007;12.904.400-7
9208021;860.006.765-3
9082934;860.532.426-7
9282431;900.477.097-6
9567257;12.907.381
909252;900.342.455-1
9149885;900.243.764-6
9336907;900.477.097-6
9336581;900.149.893-6
9164029;800.116.249-8
9287998;900.149.893-6
9698290;900.600.609-4
9400899;802.017.871-2
7806295;12.907.381
9149885;900.298.043-0
9150183;800.249.687-1
9249594;802.017.871-2
9317511;900.477.097-6
9275050;860.005.101-9
9302607;900.180.400-9
9463671;800.067.129-1
654723;800.195.272-5
6618823;800.195.272-5
666317;806.013.086-3
669619;900.342.455-1
6707074;900.261.482-0
9129873;800.249.687-1
9343869;800.067.129-1
9618290;800.249.687-1
9323405;900.180.400-9
48600-17;806.004.474-1
9147942;12.904.400-7
45244-13-B;806.004.474-1
9616046;800.067.129-1
9520596;830.506.584-3
9733375;12.904.400-7
R-00-00537;12.907.381
741049;900.342.455-1
44981-13-A;806.004.474-1
9320324;806.004.303-9
9526710;800.116.249-8
9620695;860.005.101-9
DLTBA;900.342.455-1
9742053;12.904.400-7
DL8860AK;900.342.455-1
VE5307-D;900.342.455-1
9378266;800.067.129-1
44692-13-CH;806.004.474-1
5334561;800.181.561-8
9375575;800.256.551-8
9301782;900.298.043-0
9304057;800.181.561-8
9376000;800.116.249-8
9376012;800.220.366-6
8819926;800.220.366-6
9141998;900.477.097-6
9324239;806.004.303-9
9337523;800.182.535-0
9282625;860.532.426-7
40677-09-D;806.004.474-1
43613-12-A;900.177.167-6
857286;900.342.455-1
40247-09D;900.342.455-1
AJ625378;900.342.455-1
1085410;900.342.455-1
43392-12-C;806.004.474-1
9429754;806.004.303-9
9263954;830.506.584-3
9333058;800.220.366-6
9233234;900.587.386-1
837426;806.013.086-3
9301847;860.006.765-3
9301847;900.243.764-6
9363950;860.005.101-9
42019-10-C;806.004.474-1
DL8015A;806.009.758-9
9369071;800.256.551-8
9146302;800.249.687-1
9338840;802.008.802-6
41370-10-C;900.342.455-1
674434;900.342.455-1
9305087;800.067.129-1
9354179;900.180.400-9
DZ639675;900.342.455-1
9416965;802.008.802-6
9740794;800.067.129-1
35132-11-C;806.013.086-3
6APM-1-3-11;900.342.455-1
9307279;860.005.101-9
9690092;800.220.366-6
9354179;800.182.535-0
9330824;900.624.883-1
9395331;900.180.400-9
B817704;900.342.455-1
9374064;800.067.129-1
9292618;900.477.097-6
9348285;806.004.303-9
2167785;806.004.474-1
1210131480;900.342.455-1
E18670;900.342.455-1
9291420;900.477.097-6
9345805;900.624.883-1
9308704;860.532.426-7
9310604;860.532.426-7
9347061;900.374.883-6
9382700;800.181.561-8
DL7981AF;806.004.474-1
9563407;860.532.426-7
9187899;800.181.561-8
9366299;900.587.386-1
9367073;860.077.997-9
9349045;860.005.101-9
9349045;800.235.053-1
9331804;819.005.800-1
9527960;800.067.129-1
9301720;900.477.097-6
9301720;800.067.129-1
9378204;860.005.101-9
9379129;800.182.535-0
9230488;800.249.687-1
9215490;806.000.103-4
9237163;800.195.272-5
9379143;800.256.551-8
9384021;900.180.400-9
9384019;800.181.561-8
9375941;830.506.584-3
9347621;830.506.584-3
9367827;860.006.765-3
9367827;900.243.764-6
9262912;900.587.386-1
49449-PEXT;806.004.474-1
9568885;800.195.272-5
741646;900.342.455-1
9339856;806.004.569-0
9404895;900.587.386-1
9492397;802.017.871-2
9491616;860.005.101-9
9227027;860.005.101-9
9439137;800.113.951-7
9671931;830.506.584-3
AQYM-CA-0008;901.312.082-1
9300570;860.532.426-7
9435521;860.532.426-7
9384954;806.004.303-9
9384954;860.532.426-7
9360324;800.116.249-8
9360336;800.182.535-0
9361457;802.017.871-2
9368194;860.532.426-7
9451173;800.067.129-1
9251028;800.256.551-8
9298997;900.298.043-0
9278765;800.067.129-1
MC-03-0106;901.029.341-1
9461271;900.477.097-6
9715452;901.102.112-3
9691034;830.506.584-3
9657777;900.864.362-3
AMMT-CA-0021;839.000.441-9
9639763;800.113.951-7
AMMT-18-14;839.000.441-9
9217761;900.477.097-6
9440930;901.102.112-3
9544073;800.113.951-7
9715464;800.113.951-7
9398905;800.181.561-8
9399753;800.220.366-6
9387279;800.256.551-8
AY522695;900.342.455-1
TX-6532-CC;900.342.455-1
9606871;860.532.426-7
9350800;901.102.112-3
5387740;901.029.341-1
9757022;800.067.129-1
9245689;860.532.426-7
9621259;800.113.951-7
9563419;800.067.129-1
AMMT-CA-0028;839.000.441-9
9333929;800.067.129-1
9333242;900.180.400-9
9409091;900.624.883-1
DL3792AL;860.014.570-8
9302463;860.532.426-7
47704-16;900.342.455-1
669444;900.342.455-1
9468188;860.532.426-7
8802090;830.506.584-3
9313400;800.067.129-1
ARSH-PJ-0033;901.312.082-1
9409120;900.864.362-3
9295608;860.532.426-7
9333553;830.146.163-0
9393216;806.004.303-9
9302906;800.181.561-8
9302918;800.067.129-1
9399088;900.477.097-6
9399088;800.067.129-1
737721;806.004.474-1
CP-07-1604;806.004.474-1
9519315;800.067.129-1
9395082;860.532.426-7
9480552;800.113.951-7
9848132;800.116.249-8
9753351;900.864.362-3
AMMT-CA-0004;839.000.441-9
9389289;800.182.535-0
DL4773AJ;900.342.455-1
24733-A;900.342.455-1
9395202;900.477.097-6
9738791;800.067.129-1
9624469;800.067.129-1
9344631;860.532.426-7
9552393;800.113.951-7
9739018;860.532.426-7
9796573;900.477.097-6
AQYM-CA-0017;901.312.082-1
9644184;830.506.584-3
9364203;900.243.764-6
9370408;900.477.097-6
9395032;806.004.569-0
9395032;806.013.504-0
9796949;800.067.129-1
9719903;800.067.129-1
9743198;800.116.249-8
9592795;860.532.426-7
9231286;860.532.426-7
9675808;860.532.426-7
9387580;900.587.386-1
9267687;802.008.802-6
9518115;900.477.097-6
9685487;800.113.951-7
9578684;800.116.249-8
9435064;806.004.303-9
AQYM-CA-0027;901.312.082-1
9399777;800.220.366-6
9399777;900.243.764-6
9391971;860.532.426-7
9425540;800.256.551-8
9717292;800.256.551-8
9631694;800.067.129-1
44086-12-C;806.004.474-1
DL5194AC;900.342.455-1
9479307;800.067.129-1
9395094;860.532.426-7
9520625;860.532.426-7
9512317;901.102.112-3
9602679;900.477.097-6
9414981;800.116.249-8
9325221;802.008.802-6
9326213;860.532.426-7
9326213;800.116.249-8
9371672;800.256.551-8
9399935;900.180.400-9
48434-16;900.342.455-1
6919851;839.000.441-9
9385491;901.205.751-2
9144524;802.017.871-2
9391488;800.182.535-0
9237503;800.220.366-6
9506459;860.005.101-9
9429431;800.067.129-1
9669873;800.256.551-8
9406893;800.067.129-1
36471-A;900.342.455-1
1249546;900.473.090-7
1249546;806.013.086-3
1249548;900.342.455-1
1255368;900.342.455-1
12720-A;806.013.086-3
9391517;800.182.535-0
9311206;800.067.129-1
9311218;860.532.426-7
9461154;800.067.129-1
9861380;900.477.097-6
9748370;800.113.951-7
9441362;900.477.097-6
8855217;839.000.441-9
9723655;901.102.112-3
1339;806.013.086-3
13494;806.013.086-3
1371425;900.473.090-7
14899;806.004.474-1
1586;900.473.090-7
9461192;800.067.129-1
9401958;819.005.800-1
9401958;800.067.129-1
9397535;800.182.535-0
9423920;806.004.303-9
9422378;800.246.993-7
9439852;800.067.129-1
9423621;800.116.249-8
9272773;800.067.129-1
9738959;900.477.097-6
9743162;900.477.097-6
9309021;900.477.097-6
9415026;800.116.249-8
9715452;860.532.426-7
16639;806.013.086-3
1724;806.013.086-3
17970LX2;806.004.474-1
19152-06150;900.342.455-1
1919;900.342.455-1
9421336;800.182.535-0
9367736;800.182.535-0
9367748;900.180.400-9
9472751;800.182.535-0
9353981;800.256.551-8
9590864;860.532.426-7
9723538;860.532.426-7
9267742;860.532.426-7
9498717;800.113.951-7
9511959;830.506.584-3
9302671;800.256.551-8
375022;900.342.455-1
37511-08-B;806.013.086-3
CP-07-1473;806.004.474-1
9431331;800.116.249-8
9431331;800.250.763-5
9366263;800.116.249-8
9366275;800.256.551-8
9355214;802.008.802-6
26373;900.342.455-1
9463308;806.004.303-9
9433640;800.067.129-1
9792450;800.116.249-8
9567037;900.477.097-6
38747-PEXT-1;806.004.474-1
3950W;900.342.455-1
4-GE-1401D;900.342.455-1
40197-09-B;806.004.474-1
40345-09-C;806.013.086-3
1006300;860.532.426-7
1007859;806.013.086-3
511ZN1996;900.342.455-1
9434436;830.506.584-3
9714678;900.864.362-3
9730397;806.004.303-9
9544073;900.864.362-3
9658874;860.532.426-7
1009223;860.005.101-9
1047772;900.342.455-1
1063052;806.013.086-3
1065292;900.473.090-7
1072035;900.342.455-1
1074357;900.342.455-1
40431-09-D;806.004.474-1
40581-09-C;806.004.474-1
9424649;800.181.561-8
9423920;900.477.097-6
9423920;800.067.129-1
9378266;800.256.551-8
9414462;900.477.097-6
9820893;800.256.551-8
ABXI-CA-0003;839.000.441-9
9760079;830.506.584-3
9699701;900.477.097-6
9743174;800.067.129-1
9346330;800.113.951-7
40677-09-C;806.004.474-1
40837;39.300.088
9401063;800.220.366-6
9414773;800.181.561-8
9414917;860.532.426-7
9461702;800.067.129-1
9431513;900.477.097-6
9415715;860.005.101-9
9416044;802.017.871-2
9416458;800.113.951-7
49016-17;806.004.474-1
ST774307;900.342.455-1
AQYM-CA-0017;839.000.441-9
9693018;800.256.551-8
9696101;900.624.883-1
9223722;800.256.551-8
40868;39.300.088
40874-09-B;806.004.474-1
40881-09-B;806.004.474-1
40961-PEXT;806.004.474-1
41029-10-B;806.004.474-1
41053-10-C;806.004.474-1
41098-10-B;806.004.474-1
9373486;860.005.101-9
9416707;819.005.800-1
9403023;800.067.129-1
9409091;860.532.426-7
9303625;900.587.386-1
9675236;900.587.386-1
9451240;800.113.951-7
9493690;800.116.249-8
41437-10-B;806.004.474-1
4148-1-CH;806.004.474-1
41488-PEXT-1;39.300.088
9360154;800.220.366-6
